card_id,account_id,card_number,card_type,credit_limit,available_credit,apr,expiry_date,status
CARD000037,ACC00000176,****-****-****-9452,amex,50000,40729.95,22.54,2028-06,active
CARD000038,ACC00000147,****-****-****-5899,mastercard,25000,21224.36,17.39,2029-05,active
CARD000039,ACC00000657,****-****-****-9761,amex,25000,23439.08,15.26,2027-04,active
CARD000040,ACC00000454,****-****-****-3601,mastercard,2500,2427.82,23.18,2028-05,active
CARD000041,ACC00000268,****-****-****-8075,amex,10000,4932.0,24.02,2030-07,active
CARD000042,ACC00000362,****-****-****-3450,visa,2500,1160.41,17.89,2027-09,active
CARD000043,ACC00000349,****-****-****-5543,mastercard,1000,586.37,13.81,2030-06,active
CARD000044,ACC00000062,****-****-****-6430,visa,10000,3732.86,13.81,2027-09,expired
CARD000045,ACC00000010,****-****-****-9014,mastercard,1000,687.69,13.53,2026-11,active
CARD000046,ACC00000119,****-****-****-5749,amex,5000,4899.83,16.56,2026-11,active
CARD000047,ACC00000340,****-****-****-4198,amex,10000,5409.55,20.35,2028-11,active
CARD000048,ACC00000742,****-****-****-3658,amex,25000,23612.67,23.24,2026-08,active
CARD000049,ACC00000486,****-****-****-7421,amex,2500,1133.77,24.4,2027-09,active
CARD000050,ACC00000392,****-****-****-4296,mastercard,50000,10182.42,17.45,2029-08,active
CARD000051,ACC00000592,****-****-****-2500,visa,10000,6654.09,14.19,2029-05,active
CARD000052,ACC00000222,****-****-****-1518,mastercard,25000,16667.82,15.8,2030-09,active
CARD000053,ACC00000397,****-****-****-9925,amex,1000,330.08,20.67,2029-11,active
CARD000054,ACC00000035,****-****-****-6330,mastercard,25000,7610.24,24.47,2030-09,active
CARD000055,ACC00000111,****-****-****-4852,amex,50000,36551.14,20.23,2030-06,active
CARD000056,ACC00000507,****-****-****-4878,visa,25000,7581.29,24.71,2030-05,active
CARD000057,ACC00000656,****-****-****-2126,visa,50000,26410.16,14.13,2030-05,active
CARD000058,ACC00000047,****-****-****-4333,visa,5000,4264.47,18.03,2027-05,active
CARD000059,ACC00000289,****-****-****-6045,visa,2500,546.61,15.41,2027-04,active
CARD000060,ACC00000195,****-****-****-5133,mastercard,25000,22717.45,17.7,2026-08,active
CARD000061,ACC00000089,****-****-****-5410,mastercard,2500,2280.54,21.27,2026-03,active
CARD000062,ACC00000319,****-****-****-7674,mastercard,25000,11681.43,17.69,2028-06,active
CARD000063,ACC00000612,****-****-****-2677,visa,5000,3585.45,18.26,2028-09,active
CARD000064,ACC00000798,****-****-****-3614,mastercard,2500,1750.23,19.23,2029-06,active
CARD000065,ACC00000624,****-****-****-9783,visa,25000,7829.06,21.72,2027-05,active
CARD000066,ACC00000715,****-****-****-5359,visa,50000,38434.67,14.22,2029-04,blocked
CARD000067,ACC00000524,****-****-****-7511,mastercard,2500,2190.92,22.38,2026-05,active
CARD000068,ACC00000440,****-****-****-9453,visa,50000,47422.04,17.55,2030-07,expired
CARD000069,ACC00000171,****-****-****-2923,visa,50000,10112.1,21.2,2029-06,expired
CARD000070,ACC00000680,****-****-****-7766,visa,1000,497.04,23.79,2029-08,active
CARD000071,ACC00000373,****-****-****-9669,mastercard,15000,4334.01,19.88,2028-07,active
CARD000072,ACC00000006,****-****-****-8323,visa,10000,2836.59,22.59,2027-09,active
CARD000073,ACC00000052,****-****-****-5114,mastercard,10000,3036.91,15.58,2029-07,active
CARD000074,ACC00000163,****-****-****-4645,visa,10000,3085.99,22.88,2027-10,active
CARD000075,ACC00000503,****-****-****-1775,mastercard,50000,36292.55,16.55,2030-02,active
CARD000076,ACC00000020,****-****-****-5198,visa,2500,2498.75,13.03,2030-10,active
CARD000077,ACC00000339,****-****-****-5696,mastercard,2500,1479.64,17.9,2028-10,active
CARD000078,ACC00000647,****-****-****-3276,visa,10000,7117.06,19.08,2030-12,active
CARD000079,ACC00000179,****-****-****-1767,mastercard,5000,1280.29,18.58,2029-04,active
CARD000080,ACC00000175,****-****-****-6539,amex,5000,3935.89,16.53,2027-02,active
CARD000081,ACC00000532,****-****-****-8644,amex,5000,1540.53,15.56,2027-10,active
CARD000082,ACC00000769,****-****-****-1639,mastercard,25000,9832.63,22.88,2030-02,active
CARD000083,ACC00000337,****-****-****-8335,mastercard,1000,331.71,20.75,2029-06,active
CARD000084,ACC00000021,****-****-****-6925,amex,2500,1841.21,24.36,2030-02,active
CARD000085,ACC00000384,****-****-****-6235,visa,5000,4157.48,18.89,2030-09,active
CARD000086,ACC00000570,****-****-****-6252,amex,50000,17663.98,24.9,2027-07,active
CARD000087,ACC00000382,****-****-****-3303,visa,2500,2343.34,19.69,2029-04,active
CARD000088,ACC00000512,****-****-****-6355,visa,10000,7066.26,14.05,2028-11,active
CARD000089,ACC00000359,****-****-****-3937,visa,1000,980.55,17.61,2029-07,active
CARD000090,ACC00000790,****-****-****-8330,amex,15000,11144.0,23.09,2027-09,active
CARD000091,ACC00000324,****-****-****-5064,amex,15000,10439.98,23.21,2029-11,expired
CARD000092,ACC00000465,****-****-****-4398,visa,50000,18952.38,22.52,2026-09,active
CARD000093,ACC00000663,****-****-****-2172,visa,50000,24769.09,16.1,2030-08,active
CARD000094,ACC00000645,****-****-****-6619,amex,5000,4398.78,17.4,2028-09,blocked
CARD000095,ACC00000758,****-****-****-6171,amex,2500,2069.48,21.76,2028-11,active
CARD000096,ACC00000275,****-****-****-1249,mastercard,1000,429.16,14.83,2027-05,active
CARD000097,ACC00000163,****-****-****-9542,mastercard,10000,7578.53,23.52,2027-05,active
CARD000098,ACC00000747,****-****-****-6053,visa,50000,35927.97,18.61,2026-12,active
CARD000099,ACC00000370,****-****-****-2744,amex,50000,33810.1,19.09,2029-01,active
CARD000100,ACC00000261,****-****-****-3276,visa,15000,14153.22,20.22,2030-12,active
CARD000101,ACC00000234,****-****-****-5013,mastercard,1000,579.57,17.42,2026-09,active
CARD000102,ACC00000761,****-****-****-2621,mastercard,2500,2053.03,19.32,2027-10,active
CARD000103,ACC00000024,****-****-****-7410,visa,5000,4795.58,23.25,2029-09,expired
CARD000104,ACC00000660,****-****-****-3685,amex,5000,3872.92,24.06,2028-10,active
CARD000105,ACC00000022,****-****-****-1015,mastercard,1000,260.34,16.64,2030-08,active
CARD000106,ACC00000259,****-****-****-7246,mastercard,5000,4836.9,20.68,2028-04,active
CARD000107,ACC00000317,****-****-****-2724,mastercard,25000,5687.23,15.65,2026-05,active
CARD000108,ACC00000502,****-****-****-9004,amex,5000,3360.25,20.9,2029-02,expired
CARD000109,ACC00000243,****-****-****-2278,visa,15000,3995.31,13.57,2026-11,active
CARD000110,ACC00000466,****-****-****-9667,mastercard,10000,7383.07,18.84,2030-10,active
CARD000111,ACC00000558,****-****-****-5158,mastercard,10000,9550.68,13.97,2029-10,active
CARD000112,ACC00000218,****-****-****-8924,mastercard,50000,27960.83,14.06,2026-09,active
CARD000113,ACC00000206,****-****-****-7646,amex,10000,5351.34,22.92,2027-11,active
CARD000114,ACC00000130,****-****-****-8836,amex,15000,9397.8,16.76,2026-04,active
CARD000115,ACC00000478,****-****-****-1242,mastercard,2500,1878.24,13.01,2026-02,active
CARD000116,ACC00000019,****-****-****-4129,mastercard,50000,38956.65,14.78,2026-05,active
CARD000117,ACC00000382,****-****-****-8482,visa,2500,1409.33,20.58,2029-03,active
CARD000118,ACC00000267,****-****-****-1436,mastercard,25000,10717.17,17.83,2030-09,active
CARD000119,ACC00000102,****-****-****-6285,amex,50000,31973.33,15.89,2029-12,active
CARD000120,ACC00000079,****-****-****-5610,amex,50000,36636.88,17.35,2029-05,active
CARD000121,ACC00000296,****-****-****-6854,amex,2500,1376.43,13.22,2027-08,active
CARD000122,ACC00000725,****-****-****-7764,amex,1000,942.78,23.79,2027-07,active
CARD000123,ACC00000481,****-****-****-6508,mastercard,10000,2585.42,17.29,2030-04,active
CARD000124,ACC00000091,****-****-****-3651,mastercard,2500,2148.86,19.71,2029-10,active
CARD000125,ACC00000233,****-****-****-1780,amex,1000,378.78,16.6,2026-03,active
CARD000126,ACC00000533,****-****-****-8383,visa,10000,5455.84,24.17,2026-12,active
CARD000127,ACC00000435,****-****-****-4895,amex,15000,4164.38,19.14,2027-10,active
CARD000128,ACC00000609,****-****-****-4969,mastercard,15000,8503.28,14.6,2026-05,active
CARD000129,ACC00000382,****-****-****-4755,amex,15000,11376.27,21.42,2028-02,active
CARD000130,ACC00000460,****-****-****-4608,mastercard,2500,1902.38,17.64,2027-08,active
CARD000131,ACC00000083,****-****-****-5469,amex,2500,2338.67,19.88,2027-06,active
CARD000132,ACC00000457,****-****-****-9549,mastercard,1000,289.0,22.96,2029-10,active
CARD000133,ACC00000114,****-****-****-1030,visa,10000,2506.0,21.18,2029-03,active
CARD000134,ACC00000633,****-****-****-3475,amex,5000,2148.42,14.92,2029-09,active
CARD000135,ACC00000262,****-****-****-5317,mastercard,15000,12983.5,14.57,2026-08,expired
CARD000136,ACC00000526,****-****-****-5557,amex,50000,25053.93,15.5,2027-03,active
CARD000137,ACC00000736,****-****-****-4980,mastercard,10000,6042.97,19.17,2030-10,active
CARD000138,ACC00000502,****-****-****-5022,amex,10000,9410.43,23.16,2029-08,active
CARD000139,ACC00000448,****-****-****-2496,mastercard,5000,2252.21,22.16,2030-02,active
CARD000140,ACC00000570,****-****-****-4351,amex,5000,1172.32,15.21,2026-12,active
CARD000141,ACC00000430,****-****-****-2325,mastercard,10000,5379.17,17.15,2027-12,active
CARD000142,ACC00000148,****-****-****-7626,mastercard,2500,1255.55,13.78,2027-08,active
CARD000143,ACC00000562,****-****-****-6008,amex,50000,34755.49,21.49,2030-07,active
CARD000144,ACC00000449,****-****-****-1086,mastercard,15000,8091.09,23.27,2028-04,active
CARD000145,ACC00000111,****-****-****-3566,amex,5000,1519.55,23.24,2026-10,active
CARD000146,ACC00000750,****-****-****-2708,visa,25000,16908.61,16.47,2029-01,expired
CARD000147,ACC00000572,****-****-****-6069,visa,1000,741.75,18.97,2027-06,active
CARD000148,ACC00000163,****-****-****-1027,visa,15000,14037.78,23.82,2030-08,active
CARD000149,ACC00000783,****-****-****-6654,amex,1000,245.45,22.62,2029-01,active
CARD000150,ACC00000208,****-****-****-4090,visa,15000,3454.53,15.33,2028-03,active
CARD000151,ACC00000034,****-****-****-7189,mastercard,15000,6353.93,19.9,2029-01,active
CARD000152,ACC00000319,****-****-****-7115,visa,2500,2105.56,21.46,2026-10,active
CARD000153,ACC00000470,****-****-****-1262,amex,1000,472.69,22.68,2028-03,active
CARD000154,ACC00000095,****-****-****-2139,amex,15000,11066.46,24.41,2029-05,active
CARD000155,ACC00000383,****-****-****-7695,mastercard,25000,23578.73,13.22,2027-11,active
CARD000156,ACC00000021,****-****-****-5534,amex,2500,1553.13,20.74,2030-04,active
CARD000157,ACC00000019,****-****-****-7398,amex,15000,8522.61,23.55,2030-12,active
CARD000158,ACC00000063,****-****-****-5370,amex,1000,827.57,20.42,2027-01,active
CARD000159,ACC00000344,****-****-****-8879,amex,10000,6298.9,23.91,2028-10,active
CARD000160,ACC00000764,****-****-****-8503,mastercard,10000,3846.29,24.78,2029-11,active
CARD000161,ACC00000283,****-****-****-4772,amex,10000,3583.12,13.09,2029-05,active
CARD000162,ACC00000576,****-****-****-8575,mastercard,5000,1579.88,14.08,2027-10,active
CARD000163,ACC00000087,****-****-****-1608,amex,25000,18495.87,21.73,2027-12,active
CARD000164,ACC00000635,****-****-****-9460,amex,10000,9129.87,15.46,2028-02,active
CARD000165,ACC00000569,****-****-****-5652,mastercard,5000,4159.69,18.98,2029-01,active
CARD000166,ACC00000606,****-****-****-7298,amex,10000,8455.5,16.8,2026-07,active
CARD000167,ACC00000628,****-****-****-6207,amex,15000,13185.63,22.27,2029-02,active
CARD000168,ACC00000127,****-****-****-6749,amex,2500,565.54,20.63,2030-12,active
CARD000169,ACC00000507,****-****-****-1873,mastercard,5000,1201.35,19.35,2027-04,blocked
CARD000170,ACC00000760,****-****-****-9067,mastercard,10000,6777.08,16.79,2030-11,active
CARD000171,ACC00000593,****-****-****-3588,amex,15000,6943.59,15.91,2030-07,blocked
CARD000172,ACC00000783,****-****-****-2253,visa,25000,18435.7,15.39,2027-07,active
CARD000173,ACC00000143,****-****-****-3679,visa,15000,8394.95,21.1,2028-10,active
CARD000174,ACC00000612,****-****-****-9677,visa,1000,414.46,23.53,2030-09,active
CARD000175,ACC00000478,****-****-****-4340,amex,1000,971.4,14.11,2027-05,active
CARD000176,ACC00000087,****-****-****-1640,mastercard,25000,20407.41,16.55,2026-07,active
CARD000177,ACC00000055,****-****-****-3893,amex,25000,14253.15,19.26,2029-11,active
CARD000178,ACC00000318,****-****-****-4193,mastercard,50000,13361.83,19.34,2026-01,active
CARD000179,ACC00000664,****-****-****-6400,amex,1000,926.0,18.91,2030-08,active
CARD000180,ACC00000698,****-****-****-9888,mastercard,5000,1059.69,22.24,2027-08,active
CARD000181,ACC00000381,****-****-****-5456,amex,50000,33432.18,17.07,2027-05,active
CARD000182,ACC00000109,****-****-****-6962,amex,10000,4685.23,14.61,2026-11,active
CARD000183,ACC00000186,****-****-****-2282,visa,50000,17115.89,23.77,2028-05,active
CARD000184,ACC00000373,****-****-****-4588,mastercard,5000,1413.03,23.25,2027-07,active
CARD000185,ACC00000281,****-****-****-9272,visa,2500,699.78,15.03,2028-10,active
CARD000186,ACC00000628,****-****-****-7950,amex,2500,2271.2,23.82,2030-03,active
CARD000187,ACC00000467,****-****-****-5832,mastercard,10000,4510.64,15.86,2028-08,active
CARD000188,ACC00000604,****-****-****-4867,visa,5000,3027.58,21.3,2030-11,active
CARD000189,ACC00000051,****-****-****-4357,amex,15000,7178.93,17.48,2026-12,active
CARD000190,ACC00000381,****-****-****-8260,mastercard,50000,48106.94,17.8,2027-02,active
CARD000191,ACC00000074,****-****-****-3896,visa,5000,4349.96,18.16,2029-01,active
CARD000192,ACC00000581,****-****-****-2987,visa,5000,3182.5,17.94,2029-12,active
CARD000193,ACC00000253,****-****-****-9849,amex,10000,2196.8,19.95,2026-11,active
CARD000194,ACC00000757,****-****-****-6741,amex,25000,22090.65,23.03,2028-09,active
CARD000195,ACC00000062,****-****-****-3181,amex,15000,14628.03,17.97,2030-08,active
CARD000196,ACC00000718,****-****-****-9942,mastercard,50000,27726.72,24.28,2027-12,active
CARD000197,ACC00000306,****-****-****-3029,amex,25000,13823.83,17.7,2027-06,active
CARD000198,ACC00000362,****-****-****-9307,amex,25000,13443.56,22.26,2030-02,active
CARD000199,ACC00000231,****-****-****-3466,visa,10000,8541.7,19.17,2030-07,active
CARD000200,ACC00000297,****-****-****-8075,mastercard,15000,4166.37,17.03,2029-04,active
CARD000201,ACC00000196,****-****-****-7539,amex,1000,439.4,14.99,2029-05,active
CARD000202,ACC00000664,****-****-****-2201,amex,10000,6819.64,22.17,2027-06,active
CARD000203,ACC00000115,****-****-****-7744,mastercard,25000,14474.93,23.89,2026-01,active
CARD000204,ACC00000671,****-****-****-7044,mastercard,10000,3801.25,16.09,2026-05,active
CARD000205,ACC00000380,****-****-****-3325,visa,10000,5069.17,23.84,2027-08,active
CARD000206,ACC00000396,****-****-****-5767,mastercard,5000,1870.47,21.43,2028-06,active
CARD000207,ACC00000065,****-****-****-2900,amex,2500,2146.16,19.44,2027-08,active
CARD000208,ACC00000550,****-****-****-6255,visa,5000,3854.23,22.0,2029-11,active
CARD000209,ACC00000291,****-****-****-2158,visa,2500,2273.9,18.33,2028-06,active
CARD000210,ACC00000656,****-****-****-8555,amex,25000,15003.43,17.93,2026-03,expired
CARD000211,ACC00000189,****-****-****-5830,amex,25000,18545.24,15.52,2028-07,active
CARD000212,ACC00000088,****-****-****-9355,amex,15000,9452.06,23.63,2029-12,active
CARD000213,ACC00000074,****-****-****-2060,visa,15000,14371.1,23.04,2030-01,active
CARD000214,ACC00000539,****-****-****-6236,visa,2500,1620.51,20.25,2030-03,active
CARD000215,ACC00000053,****-****-****-5035,amex,50000,28382.14,15.46,2028-08,active
CARD000216,ACC00000363,****-****-****-6168,mastercard,5000,3379.25,20.68,2030-11,active
CARD000217,ACC00000054,****-****-****-6433,visa,5000,4524.6,21.05,2026-01,active
CARD000218,ACC00000509,****-****-****-8719,amex,5000,4590.78,20.97,2029-05,active
CARD000219,ACC00000792,****-****-****-3539,mastercard,5000,4273.53,19.4,2028-07,active
CARD000220,ACC00000275,****-****-****-2045,mastercard,15000,11838.42,15.05,2029-06,active
CARD000221,ACC00000602,****-****-****-1774,mastercard,50000,34341.7,19.25,2030-09,active
CARD000222,ACC00000369,****-****-****-8772,visa,50000,45133.68,13.51,2029-01,active
CARD000223,ACC00000526,****-****-****-7085,amex,5000,1211.41,16.2,2028-09,active
CARD000224,ACC00000139,****-****-****-7139,mastercard,5000,1797.32,19.4,2029-09,active
CARD000225,ACC00000774,****-****-****-5330,amex,15000,6245.58,19.96,2029-11,active
CARD000226,ACC00000259,****-****-****-8657,amex,15000,12496.49,19.71,2027-04,blocked
CARD000227,ACC00000709,****-****-****-2249,amex,2500,1398.43,13.3,2027-08,active
CARD000228,ACC00000249,****-****-****-8010,amex,5000,4012.96,21.26,2026-11,active
CARD000229,ACC00000505,****-****-****-2336,amex,50000,11367.19,15.11,2027-04,active
CARD000230,ACC00000671,****-****-****-6363,amex,15000,6918.47,23.8,2027-08,active
CARD000231,ACC00000605,****-****-****-1432,mastercard,25000,20457.54,14.62,2026-04,active
CARD000232,ACC00000532,****-****-****-3444,mastercard,5000,1474.95,21.1,2027-04,active
CARD000233,ACC00000345,****-****-****-8420,mastercard,2500,865.37,20.81,2030-03,active
CARD000234,ACC00000131,****-****-****-2862,visa,50000,13326.57,21.8,2027-01,active
CARD000235,ACC00000726,****-****-****-6389,visa,50000,33712.83,20.22,2029-10,active
CARD000236,ACC00000006,****-****-****-4591,visa,10000,9799.98,13.02,2029-02,active
CARD000237,ACC00000301,****-****-****-3251,amex,2500,1119.9,15.75,2026-08,active
CARD000238,ACC00000362,****-****-****-8797,mastercard,5000,4803.31,13.06,2027-12,expired
CARD000239,ACC00000427,****-****-****-8289,mastercard,5000,2279.81,24.25,2028-10,active
CARD000240,ACC00000304,****-****-****-6865,mastercard,25000,10369.84,13.64,2028-07,active
CARD000241,ACC00000792,****-****-****-8831,visa,25000,15573.43,18.9,2028-08,active
CARD000242,ACC00000371,****-****-****-3518,visa,5000,4517.58,20.4,2030-08,expired
CARD000243,ACC00000796,****-****-****-9592,amex,2500,2030.27,22.03,2030-01,active
CARD000244,ACC00000450,****-****-****-1878,visa,10000,2205.34,14.16,2029-11,active
CARD000245,ACC00000245,****-****-****-4704,visa,25000,6069.04,20.2,2026-08,active
CARD000246,ACC00000292,****-****-****-7473,mastercard,25000,21306.13,14.1,2028-09,active
CARD000247,ACC00000149,****-****-****-4473,amex,10000,9072.96,15.04,2029-04,active
CARD000248,ACC00000546,****-****-****-3419,amex,5000,4106.38,20.15,2026-07,active
CARD000249,ACC00000160,****-****-****-1981,visa,1000,953.87,23.35,2026-07,active
CARD000250,ACC00000374,****-****-****-7858,mastercard,25000,14508.28,24.35,2027-12,active
CARD000251,ACC00000457,****-****-****-2049,visa,2500,1536.01,24.84,2026-01,active
CARD000252,ACC00000124,****-****-****-6570,amex,2500,1522.31,20.19,2027-02,blocked
CARD000253,ACC00000135,****-****-****-3715,visa,15000,9008.26,15.17,2029-04,active
CARD000254,ACC00000375,****-****-****-3662,mastercard,1000,240.77,22.83,2030-10,active
CARD000255,ACC00000627,****-****-****-5612,visa,25000,23662.22,21.83,2030-06,active
CARD000256,ACC00000003,****-****-****-9627,mastercard,2500,1331.91,22.69,2028-07,active
CARD000257,ACC00000691,****-****-****-2557,visa,5000,4352.58,13.95,2029-06,active
CARD000258,ACC00000460,****-****-****-1912,mastercard,50000,37246.69,23.7,2030-01,active
CARD000259,ACC00000548,****-****-****-7055,amex,50000,47131.7,17.56,2029-10,active
CARD000260,ACC00000255,****-****-****-7305,amex,5000,4322.22,23.96,2028-03,active
CARD000261,ACC00000052,****-****-****-3072,mastercard,10000,3594.32,13.65,2030-09,active
CARD000262,ACC00000667,****-****-****-1038,visa,5000,3673.27,16.77,2030-12,active
CARD000263,ACC00000646,****-****-****-6567,amex,50000,21369.45,13.19,2029-05,active
CARD000264,ACC00000784,****-****-****-9559,visa,1000,209.46,22.72,2030-04,active
CARD000265,ACC00000058,****-****-****-5829,amex,50000,26577.59,21.45,2029-05,active
CARD000266,ACC00000075,****-****-****-3215,amex,2500,672.69,23.78,2030-12,active
CARD000267,ACC00000524,****-****-****-5346,mastercard,1000,321.14,23.62,2029-09,active
CARD000268,ACC00000731,****-****-****-4294,mastercard,2500,1977.78,24.3,2030-04,active
CARD000269,ACC00000319,****-****-****-7384,mastercard,5000,4175.18,23.3,2029-01,active
CARD000270,ACC00000198,****-****-****-1820,visa,2500,2178.44,18.24,2028-02,active
CARD000271,ACC00000357,****-****-****-4380,visa,1000,353.03,19.24,2030-09,active
CARD000272,ACC00000361,****-****-****-7024,visa,10000,3973.18,16.41,2026-07,active
CARD000273,ACC00000050,****-****-****-1468,amex,1000,423.56,14.41,2030-09,expired
CARD000274,ACC00000770,****-****-****-1656,mastercard,25000,7162.18,23.63,2027-06,active
CARD000275,ACC00000261,****-****-****-6244,amex,25000,10348.22,22.2,2027-12,active
CARD000276,ACC00000345,****-****-****-1467,mastercard,10000,7826.75,18.0,2029-06,active
CARD000277,ACC00000372,****-****-****-4883,amex,10000,9848.96,17.92,2030-05,active
CARD000278,ACC00000737,****-****-****-8247,amex,2500,2464.52,18.71,2029-02,active
CARD000279,ACC00000033,****-****-****-2938,mastercard,25000,21438.57,17.78,2028-09,active
CARD000280,ACC00000062,****-****-****-9282,visa,5000,3741.37,20.57,2026-07,blocked
CARD000281,ACC00000093,****-****-****-7270,visa,50000,26191.37,20.6,2026-10,active
CARD000282,ACC00000286,****-****-****-1640,mastercard,5000,3744.99,21.09,2028-01,active
CARD000283,ACC00000145,****-****-****-5649,visa,5000,2537.47,17.14,2030-02,active
CARD000284,ACC00000028,****-****-****-9247,visa,10000,2874.5,17.36,2027-04,active
CARD000285,ACC00000597,****-****-****-2315,mastercard,25000,7589.18,13.69,2029-05,active
CARD000286,ACC00000795,****-****-****-5839,mastercard,50000,31579.0,19.4,2030-06,active
CARD000287,ACC00000387,****-****-****-1745,visa,50000,35297.35,24.79,2029-05,active
CARD000288,ACC00000597,****-****-****-3530,amex,1000,302.57,18.54,2029-07,active
CARD000289,ACC00000462,****-****-****-1715,amex,5000,2998.36,20.01,2029-07,active
CARD000290,ACC00000370,****-****-****-9713,amex,15000,14207.57,23.08,2030-03,blocked
CARD000291,ACC00000133,****-****-****-5508,mastercard,5000,1286.96,22.18,2030-04,active
CARD000292,ACC00000678,****-****-****-9120,amex,15000,7157.43,17.94,2027-04,active
CARD000293,ACC00000377,****-****-****-3241,mastercard,15000,7165.34,23.78,2026-09,active
CARD000294,ACC00000237,****-****-****-6085,visa,5000,3622.53,24.88,2030-11,blocked
CARD000295,ACC00000470,****-****-****-1459,visa,1000,603.08,17.6,2027-06,active
CARD000296,ACC00000518,****-****-****-8973,visa,1000,312.13,21.99,2027-04,active
CARD000297,ACC00000151,****-****-****-4847,mastercard,15000,14615.43,17.54,2026-09,active
CARD000298,ACC00000119,****-****-****-2252,mastercard,1000,479.12,14.76,2029-05,active
CARD000299,ACC00000701,****-****-****-3923,amex,15000,9472.1,20.63,2027-02,active
CARD000300,ACC00000419,****-****-****-5312,mastercard,5000,3470.42,24.31,2026-01,active
