card_id,account_id,card_number,card_type,credit_limit,available_credit,apr,expiry_date,status
CARD000053,ACC00000384,****-****-****-1726,mastercard,15000,8255.27,13.84,2029-05,active
CARD000054,ACC00000613,****-****-****-6151,visa,25000,19169.49,13.76,2026-10,active
CARD000055,ACC00000715,****-****-****-6372,visa,1000,782.47,20.97,2026-05,active
CARD000056,ACC00000516,****-****-****-2892,mastercard,1000,442.7,20.14,2027-08,active
CARD000057,ACC00000441,****-****-****-4772,mastercard,10000,8502.41,13.93,2029-06,active
CARD000058,ACC00000682,****-****-****-1774,mastercard,5000,3364.39,21.94,2029-01,active
CARD000059,ACC00000585,****-****-****-9559,amex,50000,31964.51,19.33,2029-12,active
CARD000060,ACC00000105,****-****-****-9160,visa,50000,45489.19,20.38,2027-04,active
CARD000061,ACC00000073,****-****-****-2884,mastercard,25000,10031.23,18.38,2029-11,active
CARD000062,ACC00000768,****-****-****-6150,mastercard,25000,15293.0,18.22,2029-11,active
CARD000063,ACC00000307,****-****-****-3472,visa,1000,333.9,20.01,2029-04,active
CARD000064,ACC00000355,****-****-****-2086,amex,15000,14470.02,16.96,2028-05,active
CARD000065,ACC00000667,****-****-****-9411,mastercard,15000,12958.18,23.66,2027-06,active
CARD000066,ACC00000797,****-****-****-7504,amex,5000,4279.42,23.82,2030-07,active
CARD000067,ACC00000471,****-****-****-4405,visa,5000,3503.7,15.99,2029-06,active
CARD000068,ACC00000763,****-****-****-6934,amex,5000,3715.73,17.8,2026-03,active
CARD000069,ACC00000260,****-****-****-5081,visa,50000,45938.63,21.92,2028-03,active
CARD000070,ACC00000556,****-****-****-9359,visa,50000,38489.89,14.66,2029-10,active
CARD000071,ACC00000224,****-****-****-3805,visa,50000,15905.7,23.37,2027-10,active
CARD000072,ACC00000190,****-****-****-2436,visa,25000,11953.92,15.7,2030-04,active
CARD000073,ACC00000328,****-****-****-2767,visa,2500,1603.82,23.43,2026-05,active
CARD000074,ACC00000371,****-****-****-8862,mastercard,10000,8138.34,18.95,2029-01,active
CARD000075,ACC00000037,****-****-****-2509,amex,5000,1785.23,21.74,2028-11,active
CARD000076,ACC00000318,****-****-****-4983,visa,25000,6817.98,21.44,2029-07,active
CARD000077,ACC00000411,****-****-****-6514,amex,25000,22547.25,18.3,2030-12,active
CARD000078,ACC00000772,****-****-****-3873,mastercard,5000,1161.06,16.14,2029-07,active
CARD000079,ACC00000789,****-****-****-2719,visa,25000,18792.71,16.37,2026-07,active
CARD000080,ACC00000473,****-****-****-1585,amex,15000,5361.19,23.67,2027-09,active
CARD000081,ACC00000397,****-****-****-2882,mastercard,1000,424.42,21.96,2027-01,active
CARD000082,ACC00000348,****-****-****-6123,visa,10000,9026.96,15.86,2029-07,active
CARD000083,ACC00000095,****-****-****-1847,amex,2500,2344.22,16.6,2027-04,active
CARD000084,ACC00000304,****-****-****-8828,amex,5000,3304.26,24.74,2030-08,active
CARD000085,ACC00000244,****-****-****-8049,amex,2500,2474.36,23.04,2028-09,active
CARD000086,ACC00000410,****-****-****-5389,amex,25000,21408.16,14.01,2026-04,active
CARD000087,ACC00000742,****-****-****-2904,mastercard,10000,4423.47,14.53,2030-04,expired
CARD000088,ACC00000388,****-****-****-8042,mastercard,1000,558.17,14.3,2030-01,active
CARD000089,ACC00000540,****-****-****-9036,mastercard,5000,3939.27,20.56,2028-05,active
CARD000090,ACC00000107,****-****-****-4938,amex,10000,7261.78,15.18,2029-03,active
CARD000091,ACC00000140,****-****-****-8429,amex,5000,4824.25,21.13,2029-04,active
CARD000092,ACC00000685,****-****-****-4875,visa,25000,7976.93,14.64,2028-03,active
CARD000093,ACC00000506,****-****-****-5182,amex,2500,1654.53,24.54,2030-11,active
CARD000094,ACC00000784,****-****-****-5722,visa,15000,3249.98,19.5,2029-02,active
CARD000095,ACC00000792,****-****-****-8607,visa,1000,583.11,18.89,2029-12,active
CARD000096,ACC00000151,****-****-****-8939,mastercard,1000,639.56,17.21,2028-10,blocked
CARD000097,ACC00000699,****-****-****-5183,amex,2500,1783.49,15.66,2028-04,active
CARD000098,ACC00000307,****-****-****-4568,visa,2500,2382.34,24.89,2027-11,active
CARD000099,ACC00000510,****-****-****-1623,mastercard,10000,5709.97,21.82,2029-11,active
CARD000100,ACC00000212,****-****-****-2532,visa,10000,4353.25,22.06,2026-10,active
CARD000101,ACC00000457,****-****-****-2307,visa,2500,1467.74,23.65,2026-12,blocked
CARD000102,ACC00000341,****-****-****-3155,mastercard,1000,413.68,24.93,2026-09,active
CARD000103,ACC00000169,****-****-****-8776,amex,2500,2383.92,17.02,2030-10,active
CARD000104,ACC00000342,****-****-****-1452,amex,25000,6703.17,19.91,2028-06,active
CARD000105,ACC00000286,****-****-****-7083,visa,5000,2086.32,20.59,2026-02,active
CARD000106,ACC00000384,****-****-****-7679,visa,25000,12350.24,16.44,2028-04,active
CARD000107,ACC00000720,****-****-****-4629,mastercard,2500,1405.15,22.0,2029-07,active
CARD000108,ACC00000770,****-****-****-8487,amex,2500,2015.17,24.45,2029-02,active
CARD000109,ACC00000078,****-****-****-7468,amex,2500,1759.96,23.47,2027-02,active
CARD000110,ACC00000300,****-****-****-4847,visa,5000,1567.19,16.95,2027-06,active
CARD000111,ACC00000505,****-****-****-7611,amex,5000,3117.59,15.46,2026-11,active
CARD000112,ACC00000021,****-****-****-7193,amex,2500,1949.34,21.4,2026-01,active
CARD000113,ACC00000361,****-****-****-9237,amex,10000,4881.1,19.77,2030-04,active
CARD000114,ACC00000760,****-****-****-7859,amex,25000,17033.85,15.42,2029-12,active
CARD000115,ACC00000334,****-****-****-3266,amex,25000,5201.44,17.81,2029-08,active
CARD000116,ACC00000326,****-****-****-4595,mastercard,10000,5639.07,22.95,2027-05,active
CARD000117,ACC00000178,****-****-****-7357,amex,25000,23115.37,21.26,2030-12,active
CARD000118,ACC00000138,****-****-****-2911,mastercard,2500,2147.91,20.42,2029-09,active
CARD000119,ACC00000308,****-****-****-3270,visa,50000,17463.37,14.03,2028-05,active
CARD000120,ACC00000484,****-****-****-9876,visa,15000,11870.14,19.2,2029-02,active
CARD000121,ACC00000709,****-****-****-4766,visa,15000,6250.65,20.81,2029-10,active
CARD000122,ACC00000395,****-****-****-9911,mastercard,10000,4723.0,20.76,2026-12,active
CARD000123,ACC00000256,****-****-****-8262,mastercard,25000,15879.93,18.19,2026-10,active
CARD000124,ACC00000668,****-****-****-5862,mastercard,25000,23599.62,24.97,2029-02,active
CARD000125,ACC00000276,****-****-****-9425,mastercard,15000,4090.9,15.9,2026-12,active
CARD000126,ACC00000239,****-****-****-1953,amex,25000,20309.27,14.79,2026-11,active
CARD000127,ACC00000698,****-****-****-9895,amex,1000,339.03,21.82,2030-06,active
CARD000128,ACC00000647,****-****-****-1926,visa,15000,14908.59,19.32,2030-12,active
CARD000129,ACC00000377,****-****-****-4392,amex,50000,38428.68,19.82,2030-11,blocked
CARD000130,ACC00000098,****-****-****-1235,visa,50000,40402.4,19.32,2029-10,active
CARD000131,ACC00000536,****-****-****-1309,mastercard,5000,3772.2,22.37,2028-06,active
CARD000132,ACC00000747,****-****-****-1792,visa,2500,2062.27,16.38,2028-11,active
CARD000133,ACC00000660,****-****-****-9444,visa,50000,22195.62,13.65,2026-03,active
CARD000134,ACC00000244,****-****-****-6474,amex,10000,6093.48,23.94,2027-07,active
CARD000135,ACC00000798,****-****-****-2204,amex,1000,569.91,24.58,2028-02,active
CARD000136,ACC00000562,****-****-****-8126,mastercard,10000,7974.01,17.3,2030-05,active
CARD000137,ACC00000038,****-****-****-8995,amex,2500,2340.42,19.07,2030-02,active
CARD000138,ACC00000068,****-****-****-3526,visa,15000,6537.39,22.55,2027-06,active
CARD000139,ACC00000300,****-****-****-1299,mastercard,2500,791.05,22.68,2030-12,active
CARD000140,ACC00000511,****-****-****-6027,mastercard,50000,40163.81,16.0,2026-09,active
CARD000141,ACC00000504,****-****-****-3125,mastercard,1000,692.99,15.31,2029-02,active
CARD000142,ACC00000141,****-****-****-7904,amex,5000,2043.79,20.63,2027-12,active
CARD000143,ACC00000706,****-****-****-6063,visa,10000,3534.08,24.05,2026-01,active
CARD000144,ACC00000171,****-****-****-8540,visa,10000,7829.06,21.73,2028-12,active
CARD000145,ACC00000035,****-****-****-3513,amex,2500,1186.47,21.8,2028-05,blocked
CARD000146,ACC00000478,****-****-****-2390,amex,10000,6351.91,22.82,2028-03,active
CARD000147,ACC00000557,****-****-****-5415,amex,25000,23751.36,16.77,2029-12,active
CARD000148,ACC00000177,****-****-****-5366,amex,10000,8361.25,16.64,2029-03,active
CARD000149,ACC00000545,****-****-****-5026,visa,5000,3609.74,23.33,2027-05,active
CARD000150,ACC00000155,****-****-****-2130,mastercard,50000,19577.93,14.66,2029-05,active
CARD000151,ACC00000287,****-****-****-5732,mastercard,2500,1993.75,18.83,2029-12,active
CARD000152,ACC00000715,****-****-****-5103,visa,1000,395.86,20.75,2029-09,blocked
CARD000153,ACC00000509,****-****-****-8490,mastercard,10000,4470.39,15.16,2028-08,active
CARD000154,ACC00000660,****-****-****-2563,mastercard,50000,22994.52,19.32,2029-05,active
CARD000155,ACC00000353,****-****-****-2275,mastercard,25000,12752.78,18.85,2029-02,active
CARD000156,ACC00000281,****-****-****-2309,visa,5000,1038.64,14.2,2030-07,active
CARD000157,ACC00000484,****-****-****-7517,mastercard,50000,42548.95,16.67,2030-10,active
CARD000158,ACC00000479,****-****-****-1825,amex,15000,12086.4,24.37,2030-08,active
CARD000159,ACC00000261,****-****-****-1347,amex,2500,2063.19,18.04,2027-09,active
CARD000160,ACC00000158,****-****-****-5199,visa,50000,19491.68,13.5,2029-07,active
CARD000161,ACC00000495,****-****-****-6040,amex,2500,2458.28,24.74,2030-03,active
CARD000162,ACC00000073,****-****-****-6770,visa,15000,12824.81,24.59,2028-10,active
CARD000163,ACC00000177,****-****-****-8388,amex,10000,7544.4,14.24,2029-09,active
CARD000164,ACC00000502,****-****-****-3447,amex,10000,4763.66,18.64,2028-07,active
CARD000165,ACC00000099,****-****-****-1236,visa,2500,546.58,21.41,2026-11,active
CARD000166,ACC00000594,****-****-****-3484,mastercard,15000,3857.9,20.07,2028-05,active
CARD000167,ACC00000205,****-****-****-2399,mastercard,1000,886.8,21.25,2029-07,active
CARD000168,ACC00000172,****-****-****-9130,visa,15000,14338.31,21.65,2030-02,active
CARD000169,ACC00000745,****-****-****-2414,amex,10000,5358.54,23.86,2029-02,active
CARD000170,ACC00000473,****-****-****-7765,amex,1000,750.53,18.68,2029-08,active
CARD000171,ACC00000485,****-****-****-7811,amex,5000,4193.19,22.16,2026-03,active
CARD000172,ACC00000309,****-****-****-9112,amex,5000,4646.42,24.62,2029-03,active
CARD000173,ACC00000643,****-****-****-6475,visa,10000,3239.44,19.07,2028-06,active
CARD000174,ACC00000170,****-****-****-3687,mastercard,50000,24644.26,16.55,2026-10,blocked
CARD000175,ACC00000613,****-****-****-2475,amex,10000,5597.63,16.91,2029-05,active
CARD000176,ACC00000092,****-****-****-7221,amex,1000,227.33,14.14,2030-05,active
CARD000177,ACC00000509,****-****-****-9672,mastercard,1000,412.92,14.96,2029-08,active
CARD000178,ACC00000638,****-****-****-6974,visa,10000,6407.21,22.9,2030-07,active
CARD000179,ACC00000484,****-****-****-9584,visa,15000,4534.68,14.72,2026-09,active
CARD000180,ACC00000684,****-****-****-8673,mastercard,10000,8622.02,24.17,2029-04,active
CARD000181,ACC00000451,****-****-****-8920,visa,50000,15864.16,20.64,2026-08,active
CARD000182,ACC00000588,****-****-****-5836,visa,5000,1853.73,20.74,2027-10,active
CARD000183,ACC00000634,****-****-****-5175,mastercard,10000,9969.79,20.84,2026-04,active
CARD000184,ACC00000150,****-****-****-4945,visa,25000,11117.67,18.36,2027-06,active
CARD000185,ACC00000431,****-****-****-2938,amex,25000,11558.64,19.47,2029-09,active
CARD000186,ACC00000024,****-****-****-8401,visa,10000,9168.4,17.16,2026-01,active
CARD000187,ACC00000328,****-****-****-2371,amex,1000,779.77,14.47,2026-07,active
CARD000188,ACC00000767,****-****-****-7596,mastercard,50000,11577.91,14.66,2026-03,active
CARD000189,ACC00000298,****-****-****-5596,mastercard,1000,298.78,13.82,2030-12,active
CARD000190,ACC00000786,****-****-****-5074,visa,50000,31526.22,18.16,2026-09,active
CARD000191,ACC00000086,****-****-****-1863,mastercard,15000,6323.85,13.11,2030-08,active
CARD000192,ACC00000292,****-****-****-9427,amex,50000,47912.04,20.76,2029-06,active
CARD000193,ACC00000448,****-****-****-7428,amex,25000,24493.82,22.09,2026-05,active
CARD000194,ACC00000028,****-****-****-8930,amex,15000,3650.72,19.83,2026-08,active
CARD000195,ACC00000042,****-****-****-2348,visa,25000,9996.58,24.39,2028-05,active
CARD000196,ACC00000749,****-****-****-9146,amex,25000,10558.09,21.52,2027-03,active
CARD000197,ACC00000502,****-****-****-7109,mastercard,1000,208.36,20.75,2030-07,active
CARD000198,ACC00000425,****-****-****-6782,visa,15000,8491.03,14.19,2029-02,expired
CARD000199,ACC00000293,****-****-****-3229,mastercard,10000,7656.28,20.18,2028-04,active
CARD000200,ACC00000690,****-****-****-1495,visa,25000,8835.31,18.6,2026-02,active
CARD000201,ACC00000340,****-****-****-7647,visa,1000,212.64,22.71,2029-07,active
CARD000202,ACC00000672,****-****-****-1322,amex,25000,5850.82,22.12,2026-05,active
CARD000203,ACC00000134,****-****-****-2649,amex,15000,10323.22,19.13,2027-05,active
CARD000204,ACC00000176,****-****-****-5181,amex,10000,5346.09,17.47,2026-09,active
CARD000205,ACC00000753,****-****-****-6478,visa,10000,7704.96,21.62,2028-08,expired
CARD000206,ACC00000750,****-****-****-5087,visa,25000,19764.84,20.92,2026-08,expired
CARD000207,ACC00000437,****-****-****-4463,mastercard,10000,8251.76,24.02,2028-02,active
CARD000208,ACC00000528,****-****-****-5162,mastercard,10000,6753.74,16.11,2026-03,active
CARD000209,ACC00000187,****-****-****-7923,mastercard,15000,8365.11,23.7,2027-10,active
CARD000210,ACC00000553,****-****-****-7584,amex,10000,7388.48,14.14,2027-01,active
CARD000211,ACC00000425,****-****-****-1784,visa,10000,9922.52,22.83,2028-06,active
CARD000212,ACC00000234,****-****-****-9185,mastercard,15000,12128.81,19.8,2026-03,active
CARD000213,ACC00000789,****-****-****-2702,visa,2500,2092.76,17.88,2030-02,active
CARD000214,ACC00000380,****-****-****-2538,mastercard,10000,2511.35,13.11,2030-07,active
CARD000215,ACC00000477,****-****-****-6207,amex,1000,928.82,17.91,2026-04,active
CARD000216,ACC00000606,****-****-****-7995,mastercard,2500,2485.05,15.96,2029-06,active
CARD000217,ACC00000397,****-****-****-1585,amex,1000,238.28,21.47,2029-03,active
CARD000218,ACC00000667,****-****-****-1814,visa,10000,9305.05,16.04,2027-04,active
CARD000219,ACC00000312,****-****-****-1290,visa,25000,22248.37,13.33,2028-11,active
CARD000220,ACC00000607,****-****-****-3414,visa,50000,47142.8,15.83,2028-05,active
CARD000221,ACC00000464,****-****-****-5339,mastercard,15000,5490.35,23.31,2029-06,active
CARD000222,ACC00000184,****-****-****-1107,mastercard,5000,3134.51,24.31,2030-07,active
CARD000223,ACC00000599,****-****-****-7487,mastercard,50000,17302.27,16.35,2030-05,active
CARD000224,ACC00000619,****-****-****-1148,mastercard,2500,604.01,14.09,2026-09,active
CARD000225,ACC00000394,****-****-****-6098,amex,5000,1046.32,16.18,2029-05,active
CARD000226,ACC00000245,****-****-****-2098,amex,2500,2029.8,18.61,2028-11,active
CARD000227,ACC00000581,****-****-****-4367,mastercard,15000,11179.95,21.05,2029-03,active
CARD000228,ACC00000205,****-****-****-6952,mastercard,15000,13585.6,15.65,2027-10,active
CARD000229,ACC00000367,****-****-****-1422,amex,50000,23388.45,16.98,2027-12,active
CARD000230,ACC00000464,****-****-****-8630,mastercard,10000,4813.42,19.85,2029-09,active
CARD000231,ACC00000250,****-****-****-5889,mastercard,25000,10305.63,20.76,2029-06,active
CARD000232,ACC00000367,****-****-****-2272,amex,50000,40368.16,24.15,2029-08,active
CARD000233,ACC00000674,****-****-****-6836,visa,50000,22283.7,18.89,2029-02,active
CARD000234,ACC00000521,****-****-****-2953,mastercard,15000,11491.51,16.3,2030-06,active
CARD000235,ACC00000482,****-****-****-3450,amex,25000,17134.33,21.75,2030-03,active
CARD000236,ACC00000310,****-****-****-7388,mastercard,2500,2456.64,21.22,2030-01,active
CARD000237,ACC00000087,****-****-****-5457,amex,10000,4613.9,19.69,2030-06,active
CARD000238,ACC00000331,****-****-****-5679,visa,10000,9478.58,20.26,2028-05,active
CARD000239,ACC00000550,****-****-****-8205,amex,25000,15772.05,20.3,2030-06,expired
CARD000240,ACC00000410,****-****-****-3687,mastercard,15000,14350.03,20.45,2026-06,active
CARD000241,ACC00000372,****-****-****-5254,visa,50000,21122.62,23.57,2030-12,expired
CARD000242,ACC00000387,****-****-****-8216,mastercard,5000,3663.17,18.57,2030-02,active
CARD000243,ACC00000060,****-****-****-2709,visa,1000,791.74,24.13,2026-03,active
CARD000244,ACC00000642,****-****-****-9659,mastercard,2500,900.13,23.31,2030-12,active
CARD000245,ACC00000744,****-****-****-2847,mastercard,25000,23090.73,19.76,2030-09,active
CARD000246,ACC00000087,****-****-****-9333,mastercard,15000,11975.78,24.96,2028-08,active
CARD000247,ACC00000433,****-****-****-4376,visa,15000,12202.61,20.45,2028-09,active
CARD000248,ACC00000080,****-****-****-1852,visa,2500,1454.64,17.78,2026-08,active
CARD000249,ACC00000573,****-****-****-9351,visa,2500,2289.51,13.56,2028-12,active
CARD000250,ACC00000132,****-****-****-8330,visa,10000,3131.69,18.17,2026-08,active
CARD000251,ACC00000402,****-****-****-6800,visa,50000,17726.36,22.13,2029-12,active
CARD000252,ACC00000543,****-****-****-4579,mastercard,2500,2340.57,22.27,2029-02,active
CARD000253,ACC00000514,****-****-****-8773,amex,1000,329.95,19.68,2027-05,active
CARD000254,ACC00000609,****-****-****-7095,mastercard,15000,11988.29,17.44,2028-03,active
CARD000255,ACC00000699,****-****-****-1661,amex,5000,4356.43,24.96,2027-11,active
CARD000256,ACC00000496,****-****-****-2352,visa,15000,8970.83,15.12,2027-11,active
CARD000257,ACC00000555,****-****-****-6224,visa,1000,405.52,15.73,2027-07,active
CARD000258,ACC00000389,****-****-****-5864,amex,15000,13884.26,16.29,2028-01,active
CARD000259,ACC00000303,****-****-****-3212,amex,15000,3168.53,19.04,2030-06,active
CARD000260,ACC00000245,****-****-****-2751,visa,15000,7454.43,14.21,2030-09,active
CARD000261,ACC00000040,****-****-****-7914,mastercard,10000,7601.16,16.83,2030-02,active
CARD000262,ACC00000003,****-****-****-5033,visa,15000,11262.62,15.64,2029-09,active
CARD000263,ACC00000147,****-****-****-8786,visa,10000,5422.07,24.52,2029-11,active
CARD000264,ACC00000166,****-****-****-4054,mastercard,15000,6167.57,19.7,2027-08,active
CARD000265,ACC00000515,****-****-****-7723,amex,10000,9360.86,22.69,2029-04,blocked
CARD000266,ACC00000201,****-****-****-7616,amex,25000,22632.69,14.11,2030-10,active
CARD000267,ACC00000573,****-****-****-3437,mastercard,15000,13000.96,14.73,2029-07,active
CARD000268,ACC00000099,****-****-****-8375,mastercard,25000,18768.33,17.41,2026-07,active
CARD000269,ACC00000180,****-****-****-2732,visa,25000,13819.41,19.26,2026-05,active
CARD000270,ACC00000044,****-****-****-5170,visa,15000,10962.0,16.76,2026-02,blocked
CARD000271,ACC00000144,****-****-****-8445,mastercard,25000,24378.18,22.99,2026-11,active
CARD000272,ACC00000022,****-****-****-7019,mastercard,15000,13172.54,14.0,2028-09,active
CARD000273,ACC00000167,****-****-****-5430,amex,5000,3902.43,20.3,2028-06,active
CARD000274,ACC00000119,****-****-****-2845,amex,50000,28334.87,21.41,2030-09,blocked
CARD000275,ACC00000271,****-****-****-7394,visa,10000,4185.52,22.21,2026-01,active
CARD000276,ACC00000111,****-****-****-1321,visa,50000,12854.6,15.02,2026-01,active
CARD000277,ACC00000340,****-****-****-2351,amex,10000,4117.54,20.95,2029-01,active
CARD000278,ACC00000073,****-****-****-7877,mastercard,25000,16061.71,17.14,2030-03,expired
CARD000279,ACC00000286,****-****-****-3562,mastercard,10000,9780.28,18.28,2029-10,active
CARD000280,ACC00000353,****-****-****-9782,visa,25000,7349.97,22.31,2029-09,active
CARD000281,ACC00000059,****-****-****-3495,visa,10000,2357.01,14.38,2027-03,active
CARD000282,ACC00000533,****-****-****-4617,amex,1000,888.96,17.99,2030-10,active
CARD000283,ACC00000454,****-****-****-4247,visa,50000,14612.84,23.72,2029-09,active
CARD000284,ACC00000186,****-****-****-3505,amex,25000,6251.97,16.52,2027-09,active
CARD000285,ACC00000685,****-****-****-6640,amex,25000,22952.27,14.92,2026-12,active
CARD000286,ACC00000243,****-****-****-6306,mastercard,2500,1389.86,24.36,2029-06,active
CARD000287,ACC00000040,****-****-****-9724,visa,15000,8929.2,13.74,2026-11,active
CARD000288,ACC00000321,****-****-****-3514,visa,10000,7869.36,18.15,2029-05,active
CARD000289,ACC00000679,****-****-****-4666,mastercard,2500,1123.31,15.74,2026-02,active
CARD000290,ACC00000457,****-****-****-3336,amex,50000,10019.75,13.02,2027-04,active
CARD000291,ACC00000736,****-****-****-8123,visa,15000,13393.01,15.38,2026-01,active
CARD000292,ACC00000311,****-****-****-3117,amex,50000,32536.6,19.09,2030-08,active
CARD000293,ACC00000047,****-****-****-2579,mastercard,10000,8630.77,24.36,2026-08,active
CARD000294,ACC00000416,****-****-****-9143,amex,25000,14131.13,24.24,2030-10,active
CARD000295,ACC00000573,****-****-****-2517,amex,25000,14580.87,17.11,2026-01,active
CARD000296,ACC00000395,****-****-****-7727,visa,25000,16133.45,16.12,2027-04,active
CARD000297,ACC00000560,****-****-****-8007,visa,50000,31172.03,23.04,2030-05,active
CARD000298,ACC00000123,****-****-****-6569,amex,1000,860.39,15.32,2027-05,active
CARD000299,ACC00000415,****-****-****-6317,amex,50000,18774.77,15.44,2027-07,active
CARD000300,ACC00000766,****-****-****-6326,amex,10000,6077.43,17.06,2026-07,active
