customer_id,name,email,phone,address,city,state,segment,risk_rating,created_date,status
CUST001141,Rachel Okafor,rachel.okafor@icloud.com,+1-813-597-7307,8183 Cedar Lane,Orlando,FL,private,medium,2024-08-20,active
CUST001142,Shanelle Nakamura,shanelle.nakamura@protonmail.com,+1-995-881-8246,8214 Magnolia Street,Orlando,FL,retail,low,2024-11-30,active
CUST001143,Clare Petrov,clare.petrov@yahoo.com,+1-818-334-1303,3627 Spruce Terrace,Richmond,VA,private,low,2026-10-26,active
CUST001144,Nanie Sorokin,nanie.sorokin@gmail.com,+1-631-528-4890,4738 Spruce Terrace,Richmond,VA,private,low,2025-12-24,active
CUST001145,Owens Almeida,owens.almeida@outlook.com,+1-388-934-5505,9588 Spruce Terrace,Pittsburgh,PA,retail,medium,2025-03-10,active
CUST001146,Zaniyah Singh,zaniyah.singh@yahoo.com,+1-269-338-7501,4592 Willow Way,Sacramento,CA,private,medium,2024-02-08,inactive
CUST001147,Zelpha Fujimoto,zelpha.fujimoto@outlook.com,+1-519-727-8682,1105 Oak Avenue,Orlando,FL,business,high,2025-11-15,inactive
CUST001148,Pierce Khatri,pierce.khatri@outlook.com,+1-353-572-3920,7171 Pine Road,Nashville,TN,business,high,2025-01-26,closed
CUST001149,Hilma Kozlov,hilma.kozlov@gmail.com,+1-427-222-7364,7176 Hickory Drive,Kansas City,MO,private,low,2026-02-16,active
CUST001150,Rozella Mendoza,rozella.mendoza@outlook.com,+1-917-188-2475,8318 Maple Drive,Baltimore,MD,premium,low,2024-09-26,active
CUST001151,Shantel Diallo,shantel.diallo@icloud.com,+1-232-266-2894,1600 Spruce Terrace,Raleigh,NC,private,low,2026-03-01,active
CUST001152,Tristin Adeyemi,tristin.adeyemi@outlook.com,+1-241-335-3036,9811 Hickory Drive,Minneapolis,MN,business,low,2025-12-13,active
CUST001153,Clarinda Dubois,clarinda.dubois@icloud.com,+1-250-734-5358,2439 Redwood Place,Louisville,KY,premium,high,2026-05-15,closed
CUST001154,Hansel Gupta,hansel.gupta@protonmail.com,+1-827-541-8600,7956 Spruce Terrace,Tampa,FL,premium,medium,2025-08-05,active
CUST001155,Ah Khatri,ah.khatri@gmail.com,+1-418-372-7498,9614 Birch Court,Raleigh,NC,private,medium,2026-12-09,active
CUST001156,Agusta Costa,agusta.costa@outlook.com,+1-417-536-2636,9655 Magnolia Street,Sacramento,CA,premium,high,2024-08-10,active
CUST001157,Eustace Lindqvist,eustace.lindqvist@icloud.com,+1-645-366-4021,3110 Maple Drive,Memphis,TN,private,medium,2025-05-18,active
CUST001158,Holli Kimura,holli.kimura@gmail.com,+1-601-375-1604,7668 Poplar Road,Richmond,VA,private,medium,2026-02-28,active
CUST001159,Tennille Yamamoto,tennille.yamamoto@icloud.com,+1-665-512-9344,8653 Magnolia Street,Raleigh,NC,retail,low,2024-12-04,active
CUST001160,Georgie Lindqvist,georgie.lindqvist@icloud.com,+1-947-483-4459,671 Cypress Path,Baltimore,MD,premium,low,2026-01-29,active
CUST001161,Isaac Nilsson,isaac.nilsson@outlook.com,+1-300-588-1529,5499 Birch Court,Pittsburgh,PA,business,low,2025-07-02,active
CUST001162,Seneca Kozlov,seneca.kozlov@yahoo.com,+1-932-628-9329,7656 Cypress Path,Richmond,VA,retail,low,2025-07-24,active
CUST001163,Coley Svensson,coley.svensson@gmail.com,+1-992-318-6155,7543 Elm Boulevard,Raleigh,NC,retail,low,2024-11-20,active
CUST001164,Kaitlyn Castellano,kaitlyn.castellano@protonmail.com,+1-433-219-2768,1972 Elm Boulevard,Miami,FL,retail,low,2026-11-17,active
CUST001165,Phyliss Antonov,phyliss.antonov@icloud.com,+1-581-410-8835,5577 Elm Boulevard,Tucson,AZ,business,low,2026-09-04,active
CUST001166,Alisa Osei,alisa.osei@icloud.com,+1-377-509-1212,9442 Poplar Road,Salt Lake City,UT,private,low,2026-01-27,active
CUST001167,Kizzy Costa,kizzy.costa@outlook.com,+1-278-766-8742,1252 Spruce Terrace,Raleigh,NC,premium,low,2026-03-05,active
CUST001168,Marylou Al-Rashid,marylou.al-rashid@outlook.com,+1-750-180-9315,3169 Cedar Lane,Richmond,VA,business,low,2025-07-24,active
CUST001169,Kaleena Adeyemi,kaleena.adeyemi@protonmail.com,+1-235-660-1648,5049 Oak Avenue,Raleigh,NC,business,medium,2024-12-31,inactive
CUST001170,Eppie Castellano,eppie.castellano@outlook.com,+1-322-686-9351,9115 Magnolia Street,Orlando,FL,private,high,2026-08-06,active
CUST001171,Landon Rivera,landon.rivera@protonmail.com,+1-846-212-4239,2384 Pine Road,Tampa,FL,retail,low,2025-08-08,active
CUST001172,Bina Dubois,bina.dubois@outlook.com,+1-235-505-9028,2411 Birch Court,Baltimore,MD,private,medium,2024-09-04,active
CUST001173,Raquel Okonkwo,raquel.okonkwo@outlook.com,+1-699-480-8640,3434 Elm Boulevard,Richmond,VA,retail,medium,2025-08-08,active
CUST001174,Ariana Santos,ariana.santos@outlook.com,+1-430-497-2695,9240 Cedar Lane,Baltimore,MD,premium,low,2025-04-19,active
CUST001175,Hezekiah Sharma,hezekiah.sharma@yahoo.com,+1-466-193-4689,2372 Chestnut Lane,Sacramento,CA,retail,medium,2026-03-21,active
CUST001176,Weston Nakamura,weston.nakamura@yahoo.com,+1-914-970-9653,6277 Poplar Road,Raleigh,NC,premium,medium,2026-10-13,active
CUST001177,Virdie Osei,virdie.osei@protonmail.com,+1-426-574-2170,7739 Cypress Path,Richmond,VA,premium,low,2024-04-06,active
CUST001178,Queen Al-Rashid,queen.al-rashid@yahoo.com,+1-535-757-6749,7025 Birch Court,Pittsburgh,PA,business,low,2025-07-14,active
CUST001179,Adele Al-Rashid,adele.al-rashid@yahoo.com,+1-709-613-7931,3590 Spruce Terrace,Memphis,TN,premium,low,2026-01-14,active
CUST001180,Randel Mendoza,randel.mendoza@yahoo.com,+1-467-879-4370,1293 Maple Drive,Richmond,VA,premium,low,2025-09-17,inactive
CUST001181,Tory Ericsson,tory.ericsson@icloud.com,+1-229-248-2409,8419 Aspen Circle,Baltimore,MD,retail,high,2024-07-22,closed
CUST001182,Jeana Ibrahim,jeana.ibrahim@outlook.com,+1-292-582-2316,502 Poplar Road,Louisville,KY,retail,medium,2025-02-26,active
CUST001183,Ferne Sorokin,ferne.sorokin@gmail.com,+1-294-653-4580,6194 Maple Drive,Baltimore,MD,premium,medium,2025-08-08,active
CUST001184,William Nakamura,william.nakamura@protonmail.com,+1-639-600-8845,5469 Chestnut Lane,Tucson,AZ,retail,high,2025-02-15,active
CUST001185,Mckenna Ibrahim,mckenna.ibrahim@gmail.com,+1-557-469-6008,353 Magnolia Street,Richmond,VA,business,medium,2024-03-25,closed
CUST001186,Lorenza Fernandez,lorenza.fernandez@gmail.com,+1-595-607-5467,3592 Maple Drive,Cincinnati,OH,business,low,2025-09-15,active
CUST001187,Gerardo Diallo,gerardo.diallo@outlook.com,+1-737-478-9314,177 Birch Court,Nashville,TN,business,medium,2026-05-15,active
CUST001188,Joshua Sorokin,joshua.sorokin@protonmail.com,+1-942-464-9026,9669 Aspen Circle,Pittsburgh,PA,business,high,2024-09-21,inactive
CUST001189,Laurel Volkov,laurel.volkov@gmail.com,+1-942-329-5371,6680 Oak Avenue,Salt Lake City,UT,premium,low,2025-07-16,active
CUST001190,Loda Moreau,loda.moreau@yahoo.com,+1-907-386-2417,9844 Pine Road,Orlando,FL,retail,high,2024-08-15,active
CUST001191,Thelma Adeyemi,thelma.adeyemi@yahoo.com,+1-823-152-3197,4896 Redwood Place,Las Vegas,NV,private,high,2025-05-06,active
CUST001192,Zelda Johansson,zelda.johansson@yahoo.com,+1-417-971-2357,412 Maple Drive,Baltimore,MD,retail,high,2024-05-02,active
CUST001193,Suzie Ericsson,suzie.ericsson@gmail.com,+1-650-647-8317,8768 Magnolia Street,Las Vegas,NV,premium,high,2025-07-17,active
CUST001194,Vennie Mendoza,vennie.mendoza@protonmail.com,+1-664-893-7463,3719 Cypress Path,Tucson,AZ,premium,low,2026-11-05,active
CUST001195,Audie Johansson,audie.johansson@protonmail.com,+1-862-184-2276,4502 Maple Drive,Las Vegas,NV,premium,high,2026-04-19,active
CUST001196,Mustafa Johansson,mustafa.johansson@yahoo.com,+1-907-382-4564,7082 Cypress Path,Cincinnati,OH,retail,high,2026-12-29,active
CUST001197,Georgia Ericsson,georgia.ericsson@icloud.com,+1-248-977-8635,5670 Spruce Terrace,Tampa,FL,private,high,2026-09-08,active
CUST001198,Alberta Volkov,alberta.volkov@icloud.com,+1-753-763-9729,3638 Cypress Path,Las Vegas,NV,private,low,2026-08-29,inactive
CUST001199,Pablo Diallo,pablo.diallo@outlook.com,+1-513-426-9884,6105 Maple Drive,Minneapolis,MN,retail,low,2024-06-07,active
CUST001200,Alvan Lindqvist,alvan.lindqvist@icloud.com,+1-486-421-5378,110 Magnolia Street,Milwaukee,WI,private,low,2025-11-08,active
CUST001201,Damion Larsson,damion.larsson@icloud.com,+1-534-861-4348,9685 Hickory Drive,Pittsburgh,PA,premium,high,2026-05-16,active
CUST001202,Flint Tanaka,flint.tanaka@protonmail.com,+1-709-503-4532,2657 Cypress Path,Sacramento,CA,retail,low,2024-12-01,active
CUST001203,Vester Okonkwo,vester.okonkwo@protonmail.com,+1-944-173-7674,6232 Cypress Path,Orlando,FL,premium,medium,2026-10-06,active
CUST001204,Ernie Sorokin,ernie.sorokin@gmail.com,+1-361-240-6667,1772 Poplar Road,Atlanta,GA,premium,medium,2026-06-24,active
CUST001205,Debbi Petrov,debbi.petrov@protonmail.com,+1-559-234-7464,1474 Redwood Place,Memphis,TN,retail,low,2026-11-16,closed
CUST001206,Erla Larsson,erla.larsson@gmail.com,+1-409-941-7491,2158 Magnolia Street,Minneapolis,MN,retail,medium,2026-02-18,active
CUST001207,Loyal Watanabe,loyal.watanabe@protonmail.com,+1-433-916-8665,3452 Spruce Terrace,Atlanta,GA,private,low,2024-01-01,closed
CUST001208,Alferd Nilsson,alferd.nilsson@icloud.com,+1-256-117-8706,6069 Willow Way,Las Vegas,NV,business,low,2025-09-14,active
CUST001209,Bennett Singh,bennett.singh@icloud.com,+1-989-780-6902,848 Oak Avenue,Nashville,TN,premium,medium,2024-06-11,active
CUST001210,Kunta Lindqvist,kunta.lindqvist@outlook.com,+1-474-417-1506,1047 Cypress Path,Salt Lake City,UT,private,low,2026-10-21,active
CUST001211,Darby Rivera,darby.rivera@icloud.com,+1-712-778-5456,9270 Cedar Lane,Milwaukee,WI,private,medium,2025-12-20,active
CUST001212,Ervin Sorokin,ervin.sorokin@icloud.com,+1-626-998-9500,9978 Pine Road,Tampa,FL,premium,low,2026-11-20,inactive
CUST001213,Hallie Nilsson,hallie.nilsson@protonmail.com,+1-444-223-4738,3504 Magnolia Street,Salt Lake City,UT,business,low,2026-12-01,active
CUST001214,Carra Petrov,carra.petrov@icloud.com,+1-880-315-3189,2422 Pine Road,Nashville,TN,private,medium,2025-01-05,active
CUST001215,Kylah Fernandez,kylah.fernandez@yahoo.com,+1-392-909-3242,4399 Magnolia Street,Tampa,FL,retail,medium,2026-02-21,inactive
CUST001216,Aleah Johansson,aleah.johansson@gmail.com,+1-792-336-9515,2736 Aspen Circle,Tampa,FL,premium,low,2026-05-23,active
CUST001217,Jahir Ericsson,jahir.ericsson@icloud.com,+1-947-275-5006,5733 Willow Way,Minneapolis,MN,private,low,2024-04-14,active
CUST001218,Acie Watanabe,acie.watanabe@yahoo.com,+1-437-523-6790,3641 Chestnut Lane,Richmond,VA,private,medium,2024-02-20,active
CUST001219,Wood Adeyemi,wood.adeyemi@protonmail.com,+1-778-397-7393,1261 Chestnut Lane,Las Vegas,NV,business,low,2024-02-24,active
CUST001220,Angelic Sorokin,angelic.sorokin@yahoo.com,+1-397-686-5956,3456 Willow Way,Pittsburgh,PA,retail,medium,2024-09-04,active
CUST001221,Cielo Moreau,cielo.moreau@protonmail.com,+1-304-341-8989,8616 Spruce Terrace,Tucson,AZ,private,low,2024-02-28,active
CUST001222,Lemuel Diallo,lemuel.diallo@yahoo.com,+1-714-899-7896,2476 Magnolia Street,Orlando,FL,premium,low,2026-12-18,active
CUST001223,Vernita Almeida,vernita.almeida@gmail.com,+1-947-231-9147,836 Cypress Path,Tucson,AZ,retail,medium,2025-02-13,active
CUST001224,Carrol Sharma,carrol.sharma@gmail.com,+1-513-350-7626,4679 Chestnut Lane,Baltimore,MD,private,medium,2024-06-03,active
CUST001225,Ronaldo Johansson,ronaldo.johansson@yahoo.com,+1-267-754-3172,3286 Birch Court,Tucson,AZ,retail,medium,2024-08-07,active
CUST001226,Claudine Bergstrom,claudine.bergstrom@outlook.com,+1-291-375-6999,7063 Magnolia Street,Pittsburgh,PA,business,high,2025-07-07,active
CUST001227,Zachariah Johansson,zachariah.johansson@icloud.com,+1-822-550-6284,6521 Spruce Terrace,Sacramento,CA,premium,low,2025-02-15,inactive
CUST001228,Kordell Ericsson,kordell.ericsson@protonmail.com,+1-506-865-8641,6225 Oak Avenue,Tampa,FL,business,medium,2024-10-29,active
CUST001229,Emmaline Adeyemi,emmaline.adeyemi@protonmail.com,+1-841-986-5305,5589 Chestnut Lane,Louisville,KY,retail,low,2024-01-09,inactive
CUST001230,Aloysius Fujimoto,aloysius.fujimoto@outlook.com,+1-275-297-2915,2991 Aspen Circle,Kansas City,MO,private,medium,2026-11-27,active
CUST001231,Alvan Mensah,alvan.mensah@icloud.com,+1-900-562-2732,499 Aspen Circle,Orlando,FL,retail,high,2024-11-10,active
CUST001232,Urijah Sorokin,urijah.sorokin@outlook.com,+1-828-872-5646,1452 Spruce Terrace,Richmond,VA,retail,high,2026-03-15,inactive
CUST001233,Che Gupta,che.gupta@protonmail.com,+1-237-744-2054,4157 Magnolia Street,Milwaukee,WI,retail,low,2025-09-01,active
CUST001234,Etha Fujimoto,etha.fujimoto@gmail.com,+1-330-584-1878,3152 Birch Court,Memphis,TN,business,low,2024-06-08,active
CUST001235,Kandy Kozlov,kandy.kozlov@icloud.com,+1-682-458-6229,5565 Pine Road,Atlanta,GA,premium,high,2024-02-20,active
CUST001236,Litzy Johansson,litzy.johansson@gmail.com,+1-773-325-5903,6819 Chestnut Lane,Tampa,FL,business,medium,2024-04-23,active
CUST001237,Enriqueta Sharma,enriqueta.sharma@outlook.com,+1-511-440-3273,9103 Hickory Drive,Cleveland,OH,premium,high,2026-04-06,active
CUST001238,Deondre Antonov,deondre.antonov@yahoo.com,+1-609-734-9060,7256 Willow Way,Milwaukee,WI,business,medium,2024-10-25,active
CUST001239,Messiah Watanabe,messiah.watanabe@gmail.com,+1-761-415-6974,4073 Willow Way,Nashville,TN,premium,medium,2026-01-27,active
CUST001240,Dixie Fernandez,dixie.fernandez@gmail.com,+1-453-545-7479,2289 Willow Way,Atlanta,GA,premium,low,2025-09-18,active
CUST001241,Aubrey Fernandez,aubrey.fernandez@gmail.com,+1-835-167-8258,5946 Willow Way,Pittsburgh,PA,premium,medium,2026-02-11,active
CUST001242,Maribel Fernandez,maribel.fernandez@protonmail.com,+1-321-111-8859,4682 Birch Court,Salt Lake City,UT,business,low,2025-02-25,active
CUST001243,Johney Ivanov,johney.ivanov@outlook.com,+1-848-963-7235,3936 Willow Way,Louisville,KY,premium,high,2025-03-19,active
CUST001244,Stormy Kimura,stormy.kimura@protonmail.com,+1-968-232-2758,1574 Willow Way,Louisville,KY,retail,high,2026-06-25,active
CUST001245,Libbie Diallo,libbie.diallo@protonmail.com,+1-629-473-7793,3681 Elm Boulevard,Nashville,TN,retail,medium,2026-10-18,active
CUST001246,Francisqui Moreau,francisqui.moreau@yahoo.com,+1-442-415-4390,9802 Elm Boulevard,Pittsburgh,PA,private,low,2025-01-15,active
CUST001247,Kevin Adeyemi,kevin.adeyemi@yahoo.com,+1-578-648-4444,8867 Redwood Place,Nashville,TN,premium,low,2026-07-04,active
CUST001248,Julious Mendoza,julious.mendoza@protonmail.com,+1-976-505-9131,6850 Spruce Terrace,Milwaukee,WI,private,low,2025-04-26,active
CUST001249,Devaughn Al-Rashid,devaughn.al-rashid@protonmail.com,+1-394-864-7788,9751 Spruce Terrace,Salt Lake City,UT,private,high,2024-01-25,closed
CUST001250,Bonnie Okonkwo,bonnie.okonkwo@protonmail.com,+1-896-317-5707,1519 Elm Boulevard,Milwaukee,WI,private,high,2025-07-02,active
CUST001251,Linnie Singh,linnie.singh@outlook.com,+1-863-424-7254,4665 Redwood Place,Orlando,FL,premium,high,2026-02-15,active
CUST001252,Mariann Gupta,mariann.gupta@outlook.com,+1-897-514-6740,8404 Elm Boulevard,Salt Lake City,UT,retail,medium,2025-06-29,active
CUST001253,Lexie Takahashi,lexie.takahashi@protonmail.com,+1-309-607-8817,7326 Spruce Terrace,Milwaukee,WI,premium,medium,2026-06-17,active
CUST001254,Torie Singh,torie.singh@icloud.com,+1-479-886-4801,898 Chestnut Lane,Nashville,TN,private,low,2026-12-13,inactive
CUST001255,Achsah Fujimoto,achsah.fujimoto@gmail.com,+1-445-882-2109,5828 Redwood Place,Kansas City,MO,private,high,2024-09-14,active
CUST001256,Shan Ivanov,shan.ivanov@gmail.com,+1-551-385-1158,3838 Cedar Lane,Tucson,AZ,premium,high,2026-02-07,active
CUST001257,Leonia Ibrahim,leonia.ibrahim@gmail.com,+1-761-723-3633,2970 Birch Court,Sacramento,CA,private,medium,2024-06-02,active
CUST001258,Nakisha Kozlov,nakisha.kozlov@gmail.com,+1-373-340-9858,1425 Spruce Terrace,Memphis,TN,private,low,2024-03-26,active
CUST001259,Don Svensson,don.svensson@gmail.com,+1-687-880-4500,8153 Maple Drive,Raleigh,NC,business,low,2026-11-07,active
CUST001260,Rennie Mensah,rennie.mensah@icloud.com,+1-593-484-8371,2793 Spruce Terrace,Richmond,VA,business,high,2024-12-20,active
CUST001261,Ples Yamamoto,ples.yamamoto@yahoo.com,+1-484-833-5526,2912 Birch Court,Baltimore,MD,private,high,2025-10-28,inactive
CUST001262,Lamonte Costa,lamonte.costa@icloud.com,+1-606-125-5013,6719 Spruce Terrace,Salt Lake City,UT,retail,high,2025-06-30,active
CUST001263,Lorrayne Kimura,lorrayne.kimura@gmail.com,+1-830-219-1320,7586 Pine Road,Minneapolis,MN,business,low,2026-06-08,active
CUST001264,Dottie Antonov,dottie.antonov@outlook.com,+1-902-570-7455,8219 Cedar Lane,Tampa,FL,premium,medium,2026-03-16,active
CUST001265,Jahir Lindqvist,jahir.lindqvist@gmail.com,+1-529-835-2463,9062 Elm Boulevard,Las Vegas,NV,business,medium,2025-03-30,active
CUST001266,Hershell Kowalski,hershell.kowalski@icloud.com,+1-379-167-4521,9984 Maple Drive,Salt Lake City,UT,retail,high,2025-02-16,active
CUST001267,Chin Gupta,chin.gupta@yahoo.com,+1-900-843-3511,9806 Redwood Place,Milwaukee,WI,private,low,2024-04-06,active
CUST001268,Gifford Nilsson,gifford.nilsson@icloud.com,+1-589-482-7443,4227 Maple Drive,Atlanta,GA,business,high,2024-11-10,active
CUST001269,Malia Al-Rashid,malia.al-rashid@gmail.com,+1-730-910-8376,2842 Oak Avenue,Cincinnati,OH,private,low,2025-02-12,active
CUST001270,Lashanda Watanabe,lashanda.watanabe@protonmail.com,+1-831-471-2228,7735 Spruce Terrace,Cincinnati,OH,private,medium,2024-01-09,closed
CUST001271,Adison Yamamoto,adison.yamamoto@yahoo.com,+1-241-405-2800,3307 Spruce Terrace,Orlando,FL,retail,low,2024-06-20,active
CUST001272,Lottie Sorokin,lottie.sorokin@yahoo.com,+1-873-789-5690,5658 Redwood Place,Tampa,FL,premium,medium,2024-06-02,active
CUST001273,Ell Johansson,ell.johansson@gmail.com,+1-656-273-9896,7709 Birch Court,Tucson,AZ,business,medium,2026-07-08,active
CUST001274,Dosha Almeida,dosha.almeida@gmail.com,+1-991-855-4995,3022 Willow Way,Tampa,FL,retail,medium,2024-05-01,active
CUST001275,Willodean Yamamoto,willodean.yamamoto@protonmail.com,+1-753-259-8762,7271 Magnolia Street,Sacramento,CA,business,medium,2025-02-27,active
CUST001276,Consuela Rivera,consuela.rivera@icloud.com,+1-496-943-2286,7850 Spruce Terrace,Miami,FL,business,high,2026-11-29,active
CUST001277,Watt Ibrahim,watt.ibrahim@protonmail.com,+1-330-504-4478,3005 Birch Court,Pittsburgh,PA,business,low,2024-01-31,active
CUST001278,Linus Sharma,linus.sharma@icloud.com,+1-594-602-4144,7276 Maple Drive,Raleigh,NC,retail,medium,2024-12-18,active
CUST001279,Allison Gupta,allison.gupta@outlook.com,+1-825-546-4729,3359 Aspen Circle,Miami,FL,retail,low,2024-03-04,closed
CUST001280,Hamza Rivera,hamza.rivera@gmail.com,+1-440-126-2776,1482 Redwood Place,Raleigh,NC,retail,high,2025-09-11,active
CUST001281,Fae Santos,fae.santos@yahoo.com,+1-561-370-6138,9110 Chestnut Lane,Baltimore,MD,business,high,2025-08-07,active
CUST001282,Madie Ericsson,madie.ericsson@outlook.com,+1-323-162-9174,8274 Willow Way,Orlando,FL,retail,medium,2025-04-10,closed
CUST001283,Linnea Johansson,linnea.johansson@protonmail.com,+1-717-396-1299,5924 Aspen Circle,Minneapolis,MN,private,medium,2026-08-17,active
CUST001284,Evalyn Mendoza,evalyn.mendoza@gmail.com,+1-224-308-8463,185 Chestnut Lane,Louisville,KY,premium,high,2026-02-23,active
CUST001285,Wendell Osei,wendell.osei@icloud.com,+1-421-566-1090,1837 Spruce Terrace,Las Vegas,NV,retail,medium,2026-08-04,active
CUST001286,Katrina Costa,katrina.costa@icloud.com,+1-271-362-9058,4265 Spruce Terrace,Louisville,KY,business,low,2026-01-24,active
CUST001287,Pauline Yamamoto,pauline.yamamoto@yahoo.com,+1-906-417-3938,530 Pine Road,Raleigh,NC,private,high,2026-09-22,active
CUST001288,Mack Kimura,mack.kimura@outlook.com,+1-421-693-7240,8015 Cedar Lane,Pittsburgh,PA,premium,low,2025-01-17,active
